5.76 5.80 -4.96 29.54 -0.87 56.66 105.02 78.47 33.69 15.40 14.12 -18.35 -16.73 38.21 29.18 53.31 76.44 
5.81 5.64 -5.06 29.01 -0.76 56.92 104.16 79.00 32.24 16.45 13.93 -18.20 -16.15 37.92 29.14 53.11 76.09 
5.83 5.48 -5.13 28.24 -0.99 57.00 103.01 79.03 30.57 17.78 14.10 -17.74 -16.26 37.50 29.02 52.89 76.15 
5.97 5.34 -5.14 25.54 -2.52 56.49 110.17 77.86 37.37 17.20 14.74 -18.11 -16.44 36.88 28.92 52.65 77.46 
6.10 5.19 -5.10 24.98 -3.20 56.46 106.44 78.01 33.43 17.51 14.73 -18.34 -16.14 37.00 29.13 52.77 79.59 
6.10 5.18 -5.10 24.27 -4.09 56.38 102.17 78.16 28.92 12.90 13.70 -20.93 -16.42 37.25 29.49 53.01 83.69 
6.11 5.18 -5.09 23.70 -4.90 56.36 96.69 78.23 23.15 12.58 13.42 -20.76 -16.54 37.27 29.62 53.11 86.04 
6.25 5.03 -4.98 23.25 -5.58 56.40 91.21 78.16 17.44 12.21 13.14 -20.45 -16.08 37.38 29.40 53.31 88.99 
6.34 4.94 -4.79 22.74 -6.35 56.38 86.81 78.00 12.89 11.84 12.87 -19.79 -15.75 37.60 28.99 53.57 91.53 
6.50 4.73 -4.39 22.31 -6.86 56.44 83.78 77.81 9.77 13.58 13.22 -18.93 -16.19 38.96 29.42 54.48 95.96 
6.52 4.64 -4.30 21.74 -7.50 56.52 81.66 77.67 7.64 15.03 13.47 -18.29 -16.36 40.76 30.06 55.62 99.25 
6.63 4.56 -4.25 21.20 -7.97 56.53 85.09 77.60 11.35 12.88 12.89 -18.04 -16.71 41.73 32.65 54.93 100.10 
6.74 4.49 -4.27 20.90 -8.23 56.59 86.86 77.49 13.30 11.17 12.46 -17.22 -16.85 42.17 32.92 54.06 100.73 
6.87 4.46 -4.35 20.80 -8.24 56.72 81.86 77.31 8.16 9.92 12.07 -12.74 -16.88 39.25 31.21 52.56 97.16 
6.96 4.49 -4.46 20.82 -7.96 56.99 77.63 77.07 3.73 10.30 11.99 -11.05 -17.58 39.93 31.66 52.59 98.77 
