5.31 8.28 -14.26 40.21 -21.34 38.95 37.74 65.06 3.13 7.63 10.23 -20.61 -2.13 39.39 17.21 31.74 27.60 
4.93 8.74 -15.13 39.81 -19.79 39.22 41.07 67.84 3.53 7.41 10.04 -18.13 -6.84 40.57 17.26 30.67 26.03 
4.56 8.90 -16.14 39.28 -18.24 39.80 43.66 70.03 3.23 6.43 6.67 -17.97 -15.75 44.96 18.96 30.67 26.62 
4.32 9.03 -17.18 38.50 -17.03 40.62 45.54 72.07 2.40 5.74 3.84 -17.68 -16.12 49.05 20.40 30.67 26.87 
4.09 9.14 -18.24 37.71 -16.06 41.53 46.89 73.70 1.34 5.94 4.75 -13.91 -16.12 48.14 19.21 29.07 24.78 
3.95 9.24 -19.12 36.85 -15.48 42.19 49.19 74.77 1.79 5.84 5.72 -10.20 -19.44 45.93 17.34 27.18 22.37 
3.83 9.41 -19.86 35.85 -15.42 42.60 53.02 75.65 4.19 5.42 4.74 -10.05 -22.77 44.94 16.41 23.53 22.37 
3.81 9.59 -20.40 34.73 -15.64 42.82 58.31 76.63 8.34 5.06 3.75 -9.92 -22.95 40.47 14.03 19.81 22.37 
3.84 9.68 -20.85 33.64 -15.88 42.94 64.64 77.71 13.67 6.30 6.81 -5.53 -22.13 29.06 8.49 13.32 18.34 
3.92 9.69 -21.18 32.76 -15.94 42.86 70.56 78.50 18.78 6.88 6.24 -7.35 -15.76 23.52 6.71 10.13 16.87 
4.05 9.74 -21.43 32.30 -15.80 42.49 72.15 78.00 19.94 7.84 10.32 -15.83 -8.30 21.97 6.81 8.71 10.72 
4.35 9.83 -21.56 32.29 -15.50 41.96 71.20 77.40 18.89 8.00 10.72 -17.07 -8.10 16.70 4.77 5.32 8.30 
4.67 9.97 -21.53 32.62 -14.95 41.26 69.94 77.47 17.65 7.81 10.08 -17.71 -9.90 11.47 3.11 2.86 6.83 
4.97 10.11 -21.31 33.27 -14.13 40.34 66.42 76.96 14.53 7.48 9.42 -18.27 -10.34 6.15 1.74 1.62 6.38 
5.20 10.24 -21.03 34.09 -13.37 39.34 61.55 76.93 12.33 7.52 8.94 -20.78 -7.80 2.04 0.56 1.15 6.75 
5.48 10.41 -20.70 34.88 -12.86 38.29 57.49 76.48 9.98 7.67 8.73 -22.03 -6.52 -0.72 0.35 1.87 8.53 
5.67 10.52 -20.39 35.68 -12.61 37.40 53.35 76.18 7.83 7.58 8.38 -22.95 -7.34 -1.43 1.05 4.23 11.79 
5.89 10.63 -20.15 36.13 -12.61 36.80 49.73 75.89 5.97 7.31 8.71 -23.10 -8.19 -1.65 2.33 7.10 15.30 
6.04 10.76 -19.93 36.40 -12.86 36.47 46.22 75.52 4.01 2.59 9.30 -20.88 -7.99 -5.33 1.95 8.61 18.29 
6.12 10.84 -19.80 36.54 -13.29 36.47 42.59 75.18 1.71 0.62 9.32 -21.06 -8.31 -3.91 4.01 13.99 24.26 
6.04 10.74 -19.83 36.61 -13.89 36.90 42.25 75.83 1.77 -2.90 8.70 -20.67 -9.48 -1.00 7.38 20.24 30.21 
6.02 10.60 -19.98 36.47 -14.54 37.64 41.82 76.64 1.65 -6.21 7.13 -19.04 -10.39 2.47 11.52 24.89 35.68 
5.95 10.36 -20.30 36.24 -15.27 38.67 37.25 76.76 -2.05 -7.56 4.95 -17.53 -12.39 7.84 16.72 29.49 41.14 
5.81 10.17 -20.52 35.82 -16.14 40.14 31.57 76.87 -7.33 -7.87 2.47 -15.84 -13.84 14.86 22.32 34.42 47.14 
5.59 9.94 -20.72 35.29 -17.27 41.63 30.02 78.56 -8.75 -8.96 -1.50 -13.00 -13.36 21.23 25.54 38.05 46.70 
5.43 9.75 -20.84 34.45 -18.71 43.01 29.78 80.54 -8.78 -9.90 -5.48 -9.81 -14.20 26.02 26.66 39.55 46.35 
5.20 9.54 -20.89 33.37 -20.38 44.40 22.66 74.91 -16.48 -7.15 -1.44 -7.23 -16.42 29.08 27.18 40.37 48.95 
5.08 9.41 -20.84 32.17 -21.96 45.65 23.27 73.68 -16.17 -6.48 -1.06 -5.06 -16.42 31.45 27.71 41.28 51.26 
5.00 9.33 -20.71 31.00 -23.24 46.62 28.65 66.39 -12.23 -5.40 5.11 -2.49 -18.91 32.91 28.04 41.96 55.42 
4.76 9.33 -20.50 30.37 -24.14 47.09 31.62 65.12 -9.83 -5.05 5.16 -0.39 -22.58 34.66 28.12 42.63 56.11 
4.61 9.45 -20.38 29.84 -24.82 47.44 34.20 64.01 -7.98 -4.69 5.39 1.23 -22.62 36.10 28.01 43.25 55.84 
4.58 9.59 -20.25 29.55 -25.32 47.62 35.96 63.17 -7.04 -4.41 5.95 2.05 -20.73 37.27 27.68 43.72 54.38 
4.49 9.69 -20.13 29.61 -25.47 47.70 36.96 62.77 -7.18 -4.02 6.71 2.23 -15.59 37.74 26.95 43.39 51.50 
4.48 9.78 -20.00 29.83 -25.37 47.66 37.40 62.80 -8.01 -3.46 7.31 1.82 -15.12 37.91 25.69 41.68 47.50 
4.39 9.82 -19.86 30.25 -25.14 47.45 37.89 62.84 -8.92 -2.81 7.70 1.22 -14.16 37.73 24.03 39.29 48.64 
4.32 9.91 -19.74 30.74 -24.92 47.09 38.22 62.82 -9.94 -2.08 7.89 0.47 -13.33 36.70 21.93 36.07 50.03 
4.24 10.01 -19.72 30.77 -24.96 46.98 39.13 63.39 -10.37 -1.09 8.06 -0.75 -13.18 35.05 23.41 32.70 45.82 
4.26 10.13 -19.68 30.69 -24.99 46.89 39.95 64.35 -10.75 0.08 8.26 -2.01 -13.13 32.96 24.90 29.76 41.29 
4.29 10.21 -19.70 30.97 -24.91 46.57 40.40 65.46 -11.08 1.47 8.44 -3.18 -12.60 30.53 22.18 27.03 28.07 
4.39 10.31 -19.73 30.98 -24.99 46.23 41.63 67.06 -10.27 2.91 8.75 -4.16 -12.06 27.82 19.43 24.59 25.39 
4.47 10.38 -19.76 31.52 -24.95 44.00 45.31 67.61 -6.24 4.35 8.93 -4.81 -11.92 24.82 11.95 23.37 23.64 
4.60 10.45 -19.78 31.92 -24.50 42.77 47.95 69.16 -3.35 5.51 9.06 -5.73 -12.27 21.91 11.48 23.38 23.36 
4.80 10.53 -19.80 32.55 -23.68 41.27 50.99 70.74 0.27 6.54 8.98 -6.51 -14.42 20.80 11.83 24.22 24.04 
5.03 10.68 -19.76 33.50 -22.42 39.49 53.67 71.64 3.71 7.40 8.59 -6.64 -16.17 20.67 12.33 24.78 24.90 
5.25 10.90 -19.74 34.69 -20.79 37.61 55.78 72.09 6.71 8.29 8.07 -6.47 -15.91 20.40 12.59 24.62 25.50 
5.53 11.14 -19.73 35.86 -18.91 35.87 57.58 72.30 9.51 9.01 7.57 -6.59 -15.76 20.17 12.47 23.93 25.79 
5.82 11.25 -19.71 36.75 -16.90 34.52 59.77 72.88 12.64 9.26 7.47 -6.98 -14.28 19.74 12.13 22.82 25.44 
6.27 11.24 -19.77 37.18 -14.87 33.62 62.79 74.12 16.48 9.18 7.76 -7.60 -14.71 18.73 11.66 21.32 24.59 
6.26 11.26 -19.66 37.93 -12.96 32.64 66.59 75.62 21.07 9.22 8.25 -8.35 -14.80 17.30 10.80 19.19 23.27 
6.25 11.25 -19.54 38.50 -11.39 31.91 70.54 76.75 25.85 9.39 8.13 -9.65 -14.16 15.91 9.39 16.50 21.89 
6.62 11.09 -19.77 38.51 -10.24 31.94 73.50 77.37 29.83 9.31 7.92 -11.80 -13.84 13.76 9.51 13.66 20.54 
7.01 10.93 -20.04 38.37 -9.48 32.25 74.31 77.91 31.69 8.67 8.49 -14.61 -14.07 11.52 9.87 12.41 20.01 
7.47 10.42 -20.41 37.91 -9.37 33.07 75.25 78.65 33.94 7.34 9.02 -17.44 -14.04 10.73 7.75 13.24 20.92 
7.44 10.09 -20.32 37.92 -9.19 33.23 70.35 78.46 30.16 5.85 9.12 -19.24 -13.32 10.63 6.12 14.84 22.23 
7.28 9.78 -20.25 38.24 -8.52 33.37 59.21 76.61 19.75 4.26 8.81 -19.94 -12.82 10.25 7.71 16.70 23.97 
7.04 9.49 -20.16 38.59 -8.25 33.69 49.76 73.96 10.97 2.68 8.85 -20.14 -12.49 10.73 8.99 19.64 26.46 
6.70 9.25 -20.08 37.13 -11.48 36.20 46.51 74.86 8.77 0.81 8.98 -19.97 -11.90 12.69 11.58 23.51 30.07 
6.36 9.12 -20.04 36.05 -13.62 37.35 43.35 73.94 6.05 -1.06 8.87 -19.41 -11.57 14.83 14.16 27.64 34.30 
5.99 9.08 -20.16 34.67 -16.14 38.92 40.78 72.85 3.60 -2.10 8.74 -18.40 -13.16 17.74 17.83 32.48 38.82 
5.70 9.10 -20.40 33.16 -18.47 40.76 38.33 71.02 0.77 -2.09 8.24 -16.73 -14.79 22.92 22.64 37.49 44.20 
5.42 9.14 -20.59 31.62 -20.52 42.72 36.70 68.32 -1.68 -1.59 7.39 -14.04 -16.12 29.50 26.34 40.99 48.31 
5.11 9.17 -20.57 30.29 -22.16 44.43 36.23 65.33 -3.12 -1.18 6.74 -11.23 -19.61 35.72 28.63 43.39 52.35 
4.70 9.12 -20.37 30.80 -22.18 44.03 36.23 65.33 -3.12 -0.93 1.06 -8.41 -15.85 33.22 29.39 44.16 55.41 
4.36 9.13 -20.10 31.33 -22.13 43.52 36.23 65.33 -3.12 -0.53 -2.90 -6.27 -16.05 31.22 29.54 44.52 56.77 
4.05 9.16 -19.90 30.36 -23.40 44.85 36.54 63.14 -3.62 0.19 -1.49 -4.08 -14.88 35.99 29.37 44.69 57.20 
3.91 9.26 -19.78 29.44 -24.29 45.92 39.36 57.73 -3.39 -0.17 3.87 -1.50 -14.97 39.82 29.08 44.88 56.88 
3.67 9.40 -19.61 27.80 -25.03 48.36 39.42 60.31 -4.15 0.22 3.23 -2.03 -15.58 43.02 28.55 44.94 55.34 
3.52 9.59 -19.40 27.78 -25.04 48.57 39.12 60.69 -4.74 0.64 3.81 -3.57 -14.82 42.29 27.60 44.71 51.94 
3.32 9.64 -19.31 28.09 -24.91 48.74 39.76 59.93 -5.34 0.60 6.27 -4.96 -13.42 40.48 26.09 45.93 47.85 
3.25 9.65 -19.23 28.55 -24.74 48.72 40.25 59.73 -5.89 0.35 8.20 -6.80 -12.82 37.74 23.84 47.34 42.18 
3.23 9.70 -19.32 29.13 -24.55 48.54 43.10 62.17 -6.12 -1.35 5.84 -4.06 -12.78 37.74 23.84 44.91 37.45 
3.22 9.70 -19.25 29.65 -24.41 48.22 43.32 63.40 -6.51 -1.83 4.44 -3.30 -12.39 37.74 23.84 40.24 33.38 
3.29 9.68 -19.21 30.17 -24.32 47.79 43.43 64.55 -6.71 -1.97 4.86 -5.62 -11.96 35.25 21.36 26.88 29.74 
3.44 9.68 -19.14 30.71 -24.28 47.20 43.56 65.58 -6.57 -2.13 5.25 -7.45 -12.07 33.27 18.95 23.64 26.20 
3.57 9.62 -19.06 31.32 -24.29 46.48 44.03 66.50 -5.75 -0.60 9.14 -12.46 -12.37 26.25 11.91 21.93 22.87 
3.79 9.54 -18.91 31.81 -24.24 45.69 44.90 67.45 -4.26 0.54 9.41 -13.08 -12.04 23.00 9.78 19.26 20.07 
3.93 9.42 -18.75 32.46 -24.09 44.76 46.18 68.67 -2.06 1.90 9.70 -13.65 -12.06 20.79 8.31 17.54 18.04 
4.18 9.34 -18.59 33.16 -23.86 43.65 47.63 69.76 0.64 3.24 9.72 -14.12 -12.26 19.84 7.35 16.09 16.66 
4.41 9.25 -18.42 34.17 -23.41 42.25 49.11 70.59 3.72 4.36 9.70 -14.44 -12.85 19.14 6.38 15.80 15.65 
4.70 9.16 -18.12 35.33 -22.55 40.66 50.25 71.39 6.66 5.19 9.78 -14.63 -13.53 17.82 5.41 15.19 14.45 
4.84 9.09 -17.72 36.93 -21.15 38.83 50.60 71.88 8.82 5.75 10.04 -14.95 -13.67 16.06 4.47 13.22 13.52 
4.91 9.02 -17.27 38.80 -19.38 36.97 50.50 72.47 10.74 6.00 10.32 -15.77 -13.97 14.81 3.82 11.53 12.99 
5.00 9.04 -16.95 40.63 -17.40 35.34 50.21 73.15 12.46 6.20 10.66 -16.94 -14.76 17.28 3.55 11.31 13.20 
5.14 9.14 -16.66 42.09 -15.35 33.96 50.22 74.09 14.21 6.13 10.94 -18.31 -15.58 16.72 3.69 11.67 14.09 
