0.72 -10.06 13.18 6.58 -5.23 61.39 83.25 -7.91 7.71 -14.99 -4.43 13.78 -17.53 16.96 22.65 18.09 39.08 
0.93 -9.82 12.89 5.98 -5.24 61.38 83.47 -7.98 7.39 -15.79 -4.18 14.66 -17.45 17.32 22.95 18.46 39.61 
0.93 -9.82 12.89 5.98 -5.24 61.38 83.47 -7.98 7.39 -15.79 -4.18 14.66 -4.90 32.92 31.58 27.94 49.24 
0.93 -9.82 12.89 5.98 -5.24 61.38 83.47 -7.98 7.39 -15.79 -4.18 14.66 -3.94 32.22 31.07 29.13 48.62 
-0.26 -10.05 12.92 7.41 -5.05 60.81 83.02 -16.63 11.18 -15.51 -3.84 22.22 -15.85 17.31 22.94 19.55 39.83 
-0.15 -10.28 13.08 7.40 -4.82 60.68 83.27 -16.06 10.93 -14.87 -4.18 20.33 -16.01 17.03 22.67 19.26 39.43 
-0.14 -10.47 13.15 6.75 -3.99 61.35 84.39 -14.36 10.31 -15.04 -5.03 21.26 -16.22 13.89 20.99 19.26 37.49 
-0.06 -10.64 13.13 7.10 -4.13 61.56 84.32 -12.67 8.77 -15.26 -6.19 22.80 -16.43 10.60 19.34 19.26 35.71 
0.02 -10.64 13.13 7.21 -4.95 62.36 83.81 -9.94 7.40 -15.52 -7.65 24.78 -16.43 7.48 17.89 17.22 34.21 
-0.04 -10.63 13.15 6.99 -4.90 62.51 84.13 -7.83 6.01 -15.78 -9.12 26.79 -16.43 5.11 16.87 15.19 33.26 
-0.60 -10.67 13.12 6.41 -4.68 62.55 84.42 -6.49 5.11 -15.81 -3.34 15.56 -16.68 17.42 23.03 19.22 39.64 
-0.68 -10.62 12.99 5.71 -4.48 62.42 84.62 -6.47 4.95 -16.57 -3.18 16.51 -16.92 17.79 23.38 19.68 40.23 
-0.84 -10.57 13.05 5.17 -4.11 62.02 84.66 -7.62 5.38 -17.15 -2.98 18.08 -16.77 18.11 23.68 18.50 40.72 
