-3.35 -2.44 1.68 36.87 -11.23 56.62 35.86 68.78 -4.16 11.27 18.99 -14.57 -12.87 32.10 22.49 49.94 90.46 
-3.40 -2.79 2.03 37.70 -11.49 56.29 33.61 68.19 -4.61 10.90 19.07 -15.47 -12.44 31.63 22.42 49.97 91.60 
-3.28 -3.12 2.29 38.32 -11.74 56.14 31.27 67.36 -5.52 10.69 19.17 -15.58 -12.46 31.58 22.46 50.95 92.60 
-3.17 -3.39 2.49 38.79 -11.74 56.10 29.36 66.27 -6.64 10.65 19.33 -15.11 -12.68 31.88 22.54 51.19 93.84 
-3.12 -3.51 2.65 39.04 -11.64 56.06 28.57 66.15 -7.25 10.57 18.43 -14.31 -12.80 31.11 22.61 51.54 95.07 
-3.13 -3.56 2.66 38.96 -11.60 56.18 28.39 66.20 -7.49 10.89 17.46 -13.35 -13.28 30.39 22.67 51.91 96.21 
-3.04 -3.50 2.43 38.43 -11.69 56.51 28.51 65.47 -7.56 11.87 17.65 -12.05 -13.99 30.76 22.73 52.39 97.31 
-3.06 -3.39 2.02 37.72 -11.73 57.00 29.52 64.87 -7.16 12.96 17.64 -10.62 -14.05 31.25 22.72 52.99 98.21 
-3.17 -3.21 1.61 36.87 -11.53 57.43 33.82 63.48 -4.42 13.21 18.43 -8.35 -14.83 33.64 22.92 53.73 98.61 
-3.37 -2.95 1.13 36.02 -11.23 57.85 37.23 63.48 -2.52 13.73 17.89 -6.20 -15.32 34.08 22.94 54.26 98.56 
-3.47 -3.00 1.24 35.05 -10.11 57.91 41.14 63.39 -0.49 12.93 18.03 -5.89 -16.88 35.87 23.86 55.27 99.99 
-3.50 -3.04 1.30 34.28 -8.66 57.90 44.91 63.19 1.09 12.09 17.96 -5.54 -18.15 37.39 24.45 55.89 101.13 
-3.79 -2.77 0.76 33.70 -7.57 58.33 48.38 63.29 2.17 12.50 16.96 -3.23 -19.16 37.44 23.99 55.37 100.33 
-3.84 -2.31 0.02 32.84 -6.99 58.95 51.48 63.68 3.13 13.03 16.10 -1.22 -19.22 37.40 23.64 54.88 100.06 
-3.43 -0.31 -2.41 31.46 -8.89 60.24 53.92 63.82 3.91 15.21 16.28 1.48 -17.15 36.76 23.29 54.53 100.61 
-3.48 0.01 -2.95 30.90 -8.58 60.91 55.32 63.65 4.10 15.20 15.86 1.62 -16.10 36.56 23.16 54.53 100.57 
-3.54 0.19 -3.32 30.53 -8.26 61.52 55.65 63.93 3.57 15.19 14.89 0.90 -13.71 36.23 23.03 54.51 100.12 
-3.67 0.23 -3.50 30.25 -8.02 62.01 56.00 64.28 3.35 14.96 14.21 -0.33 -13.88 35.80 22.84 54.50 99.65 
-3.69 0.24 -3.54 29.79 -7.97 62.37 56.57 64.75 3.65 14.50 13.84 -1.88 -14.01 35.42 22.77 54.55 99.51 
-3.73 0.21 -3.48 29.35 -8.18 62.58 57.22 65.25 4.39 13.80 13.56 -3.48 -14.16 35.20 22.75 54.61 99.73 
-3.76 0.16 -3.35 28.94 -8.63 62.64 58.08 65.07 5.53 12.83 13.75 -4.79 -14.51 35.19 22.84 54.66 99.93 
-3.82 0.09 -3.15 28.71 -9.28 62.57 58.26 65.05 6.27 12.11 13.72 -5.80 -14.92 35.16 22.82 54.61 100.05 
-3.88 -0.11 -2.84 28.63 -10.00 62.38 52.62 63.24 0.83 14.25 15.43 -5.03 -15.19 35.12 23.23 54.56 100.11 
-4.01 -0.41 -2.49 28.78 -10.77 62.15 51.48 63.34 0.94 14.18 15.56 -5.89 -15.34 35.10 23.61 54.57 100.24 
-4.08 -0.79 -2.07 29.03 -11.62 61.82 50.38 63.42 1.41 14.23 15.67 -6.52 -15.47 35.07 23.38 54.52 100.18 
-4.13 -1.25 -1.65 29.50 -12.35 61.42 49.28 63.47 1.99 14.40 15.86 -7.02 -15.55 35.02 23.13 54.33 99.91 
-4.20 -1.72 -1.06 30.29 -12.93 60.88 47.71 63.53 2.18 14.51 15.84 -7.30 -15.42 34.61 22.33 54.33 98.99 
-4.24 -2.15 -0.46 31.34 -13.23 60.27 45.93 63.59 2.00 14.47 15.59 -7.71 -15.24 33.96 21.92 54.33 97.90 
-4.14 -2.53 0.05 31.44 -12.55 59.94 46.02 64.15 2.48 14.43 15.41 -8.55 -15.33 33.56 21.64 54.14 98.45 
-4.08 -2.87 0.54 31.59 -11.90 59.62 46.35 64.84 3.20 14.37 15.36 -9.59 -15.56 33.31 21.50 54.01 99.37 
-3.83 -3.08 0.88 32.94 -11.95 58.97 44.67 65.03 3.05 15.13 16.84 -11.44 -15.86 34.38 22.33 53.94 101.58 
-3.82 -3.42 1.36 34.41 -11.79 58.36 42.90 65.17 2.65 15.31 17.01 -12.10 -16.18 34.32 22.37 53.89 101.58 
-3.70 -3.75 1.81 38.38 -11.45 56.90 37.41 63.58 -0.46 15.36 17.27 -12.68 -16.45 34.25 22.43 54.05 98.53 
-3.68 -4.09 2.17 39.43 -10.90 56.30 36.24 64.18 -0.69 15.19 17.57 -13.24 -16.49 34.16 22.49 54.17 98.26 
-3.62 -4.30 2.48 40.24 -10.30 55.75 34.84 65.05 -1.35 14.70 17.67 -13.74 -16.11 33.82 22.68 53.77 98.28 
-3.69 -4.36 2.66 40.94 -9.71 55.39 33.15 65.44 -2.75 13.90 18.04 -14.31 -15.85 33.88 22.70 53.31 98.72 
-3.75 -4.30 2.70 41.31 -9.32 55.21 31.33 65.75 -4.54 13.02 18.15 -14.44 -16.08 33.73 22.76 53.00 99.42 
-3.90 -4.17 2.58 41.24 -9.25 55.27 29.91 65.76 -6.23 12.01 18.13 -14.24 -15.64 33.59 22.86 52.99 100.40 
-4.06 -3.98 2.39 40.67 -9.41 55.44 29.11 65.54 -7.55 11.04 18.07 -13.82 -15.67 33.39 22.92 52.93 100.91 
-4.26 -3.75 2.17 39.81 -9.71 55.65 28.86 65.17 -8.53 10.50 17.93 -13.52 -16.12 33.17 22.90 52.97 101.58 
-4.53 -3.44 1.88 38.49 -10.02 55.97 29.52 64.83 -8.97 10.09 17.69 -13.46 -16.41 32.98 22.92 53.21 101.94 
-4.81 -3.16 1.50 37.06 -10.27 56.38 30.47 64.52 -9.22 9.67 17.37 -13.50 -16.93 32.77 22.99 53.52 102.04 
-4.94 -2.87 0.99 35.24 -10.60 56.88 31.76 64.50 -9.14 9.18 17.31 -13.46 -17.38 32.64 22.76 53.76 102.30 
-5.03 -2.58 0.38 33.16 -10.97 57.56 33.42 64.85 -8.73 8.63 17.32 -13.17 -17.02 32.65 22.38 53.92 102.77 
-4.98 -2.27 -0.27 31.05 -11.38 58.36 36.43 66.00 -6.77 7.52 16.48 -12.72 -16.45 32.73 22.09 54.01 102.97 
-4.99 -2.01 -0.92 29.34 -11.68 59.20 39.00 66.90 -5.14 6.75 15.57 -11.89 -16.49 32.88 21.86 54.06 102.98 
-5.00 -1.77 -1.59 27.95 -11.76 60.07 39.55 66.61 -5.60 7.04 15.48 -10.53 -16.25 33.07 23.48 54.08 103.03 
-4.99 -1.54 -2.16 26.99 -11.66 60.84 39.82 65.98 -6.22 7.60 15.39 -9.24 -15.81 33.22 23.33 54.05 103.02 
-4.90 -1.33 -2.64 26.25 -11.48 61.50 41.23 62.97 -5.51 8.16 17.30 -8.05 -15.48 33.41 23.40 53.44 102.69 
-4.80 -1.12 -3.03 25.71 -11.10 62.08 42.85 62.47 -4.78 8.18 17.27 -7.30 -16.31 33.44 23.25 53.04 102.14 
-4.67 -0.88 -3.25 25.26 -10.49 62.56 43.06 62.50 -5.65 8.90 17.30 -6.60 -15.87 33.54 23.17 53.46 102.05 
-4.70 -0.61 -3.33 25.06 -9.72 63.00 43.00 62.50 -6.92 9.84 17.42 -5.95 -15.15 33.74 23.19 53.68 102.14 
-4.72 -0.29 -3.28 25.02 -8.86 63.30 44.10 62.50 -7.17 10.43 17.37 -5.37 -15.85 33.95 23.21 53.89 102.17 
-4.78 0.01 -3.29 25.11 -8.15 63.58 45.51 62.67 -7.12 11.00 16.99 -4.80 -16.43 34.13 23.22 53.97 101.88 
-4.81 0.35 -3.31 25.26 -7.75 63.81 52.99 63.16 -1.66 8.95 16.73 -4.05 -16.38 34.32 23.21 54.05 101.59 
-4.84 0.58 -3.33 25.58 -7.54 64.02 54.74 63.53 -0.71 9.24 16.58 -3.69 -16.53 34.51 23.26 54.10 101.45 
-4.88 0.68 -3.30 26.13 -7.45 64.14 55.91 63.92 0.09 9.42 16.49 -3.47 -16.77 34.65 23.26 54.14 101.36 
-4.92 0.74 -3.23 26.86 -7.53 64.13 56.57 64.32 0.77 9.50 16.44 -3.39 -16.73 34.71 23.23 54.11 101.34 
-4.89 0.74 -3.10 27.63 -7.72 63.94 56.96 64.70 1.47 9.53 16.41 -3.41 -16.67 34.74 23.20 54.09 101.40 
